avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
527,210,168.7,447.1,46128,92916,13.4,32.28722717,"(45201, 48021.6]",41,39.3,42.7,"Tuscarawas County, Ohio",2.49,54.9,16.1,43.2,,6.5,46.9,9.9,58.2,7,67.7,52.6,48.3,34.9,18.3,96.6395892,0.84468753,0.37541668,0.495161656,53.99449786,5.283776996
221,77,165.7,459.6,69900,54277,7.7,0,"(61494.5, 125635]",38.1,38.2,38.1,"Union County, Ohio",2.73,56.7,13.6,41.4,,11.5,36.8,17.9,61.7,4.2,79.3,66.9,62.9,24.4,12.8,92.21993641,2.332148869,2.730503086,0.35720965,61.70039607,5.668411867
156,67,172.1,425,49565,28562,10.1,0,"(48021.6, 51046.4]",41.5,40.3,42.6,"Van Wert County, Ohio",2.49,56.3,16.7,41.5,34.6,7.1,48.7,9.4,58.2,7.5,71.4,53.4,49,36.5,18,96.57754759,0.899356103,0.279955207,0.804871221,55.08586526,4.894094994
72,29,184.3,456.6,37633,13048,23.7,0,"(37413.8, 40362.7]",41,40,42.1,"Vinton County, Ohio",2.63,54.3,16.4,43.8,,1.6,45.9,5.8,48.4,12,56.2,42.8,39.5,44.5,27.4,97.15883331,0.43070878,0.015112589,0,54.02644231,8.863399374
938,334,160.4,444.5,72973,224469,5.8,280.6623632,"(61494.5, 125635]",38.7,37.3,40,"Warren County, Ohio",2.73,60.3,15.5,30.4,,13.1,26.8,25,62.5,6.1,83.8,71.4,64.9,20.8,9.6,89.67332982,3.456319686,4.511722658,0.631604795,63.68381424,4.708366736
387,159,186.2,475.4,45048,61112,15.7,1358.162063,"(42724.4, 45201]",43.6,42.1,45,"Washington County, Ohio",2.38,53.3,11.7,40,,7.8,41.5,11.8,51.7,6.8,66.4,49.5,45.7,39.2,20.7,96.24618996,1.113266287,0.676435592,0.247754723,51.77545484,5.009079903
554,233,170.3,417.8,50106,116063,13.9,241.2482876,"(48021.6, 51046.4]",38.8,37.5,40.2,"Wayne County, Ohio",2.6,56.1,17.7,32.3,,5.2,41,13.3,60.5,4.8,69.3,54.6,48.8,29.6,15.2,95.35758553,1.68499883,0.810428964,0.393513101,57.62759264,6.420871739
193,91,185.1,412.3,42214,37120,14.2,0,"(40362.7, 42724.4]",41.6,40,43.2,"Williams County, Ohio",2.39,52,15.2,46.1,,6.2,45.4,9.3,57.5,7.1,71.4,53.8,49.9,36.2,18.7,95.64007917,1.19563473,0.353073343,1.270529075,50.02640264,7.598197038
533,232,173,403,54996,129730,13.5,262.0827873,"(54545.6, 61494.5]",34.8,33.8,35.9,"Wood County, Ohio",2.44,48.2,5.5,16.6,,10.7,31.3,18,62.1,7.2,81.8,67.4,62.4,24.2,10.6,92.16433254,2.714823292,1.682119719,0.986150444,49.45798646,4.528947447
129,57,190.6,461.7,47905,22243,10,0,"(45201, 48021.6]",42,40.8,43.5,"Wyandot County, Ohio",2.38,55.9,22.3,32.7,34.5,10.5,48.2,9.7,62.1,6.6,77.1,,56.2,28.5,12.4,98.63355143,0.191391819,0.146882094,0.685449771,52.26761016,4.962066844
100,52,220.9,416.8,31386,22004,27.2,0,"[22640, 34218.1]",37,36.4,38.2,"Adair County, Oklahoma",2.78,52.7,24.4,47.6,,2.8,42.6,10,49.2,7.9,38.6,29.4,26.6,41.9,29.4,44.2885411,0.296815974,0.589134736,0.98938658,51.95783133,5.336200156
36,14,159.5,447.6,51885,5868,16.6,0,"(51046.4, 54545.6]",44.7,44.2,46.2,"Alfalfa County, Oklahoma",2.28,50.4,16.6,45.4,32,6,40.6,14.7,45.6,4.9,68.1,48.8,36.8,35.5,16.4,78.36663771,1.911381407,0.034752389,1.911381407,53.13706564,4.431818182
76,26,151.7,442,35910,13793,21.8,0,"(34218.1, 37413.8]",40.7,39.3,42.7,"Atoka County, Oklahoma",2.37,52.4,25.1,41.5,31.8,1.6,40.8,9.6,42.3,8.7,47.3,33.6,28.7,43.4,25.4,74.20537897,4.091758953,0.510570977,0.640011506,52.11106885,5.756929638
24,12,181,360.4,56664,5427,10.5,0,"(54545.6, 61494.5]",41.5,41.5,41.5,"Beaver County, Oklahoma",2.7,62.2,34.2,32.3,,5.9,37.7,14.6,59.5,3,71.4,56.2,49.6,26.9,12.9,80.8318264,0.61482821,0.072332731,16.92585895,60.68418443,2.923473775
98,43,182.4,415.1,46625,23768,15,0,"(45201, 48021.6]",34.7,33.8,36.8,"Beckham County, Oklahoma",2.87,45.8,31.1,37.8,,1.3,40.4,11.6,53.6,2.9,64.4,54.6,48.1,27,15.8,83.24892704,3.489270386,0.82832618,3.321888412,50.65693431,3.754407799
62,24,180.2,472.6,44309,9833,18.4,0,"(42724.4, 45201]",41.1,37.7,45.5,"Blaine County, Oklahoma",2.25,50.8,29.9,25,,3.3,39.4,12.2,43,3,65.1,44.7,36.3,41.1,19.9,78.80733945,5.616717635,0.265035678,3.628950051,49.58100559,2.110199297
221,101,191.7,440.5,38187,44884,19.1,0,"(37413.8, 40362.7]",37.1,35.7,38.6,"Bryan County, Oklahoma",2.58,50.1,15.2,29.5,,8,33.4,13.5,52.9,8.1,57.6,37.8,32.1,38.9,19.6,74.18130582,1.94532191,0.497693339,3.088425789,47.96176046,7.559938128
145,73,211.4,429.4,39933,29343,23.5,0,"(37413.8, 40362.7]",37,35.7,40.1,"Caddo County, Oklahoma",2.77,48,25.5,41.9,,2.9,41.2,11.3,49,9.5,51.1,37.5,32,37.2,21.4,63.08526869,2.742837769,0.261061197,3.776911341,49.32366203,5.189317106
53,20,150.3,457.3,39743,6856,15.8,0,"(37413.8, 40362.7]",52.2,52,52.5,"Wallowa County, Oregon",2.18,57.3,16.7,39,40.6,3.8,33.1,13.9,50.7,9.5,64.4,39.1,26.3,48,21.3,95.59574158,0.30625638,0.233338195,0.350007292,49.3835172,4.545454545
149,66,185.4,444.1,44010,25775,16.8,38.79728419,"(42724.4, 45201]",41,40.5,41.7,"Wasco County, Oregon",2.5,52.7,26.8,31.3,35.9,6,28.5,11.7,53.3,9,62.1,42.8,35.8,40.6,20.9,86.58010356,0.662953083,1.01992782,4.65636278,52.25680132,5.246743717
2147,713,145.5,429.2,66315,574326,12.5,208.9405669,"(61494.5, 125635]",36.1,35.3,37,"Washington County, Oregon",2.66,53,14.1,31.7,,12,19,26.1,63.6,7.6,73.3,62.7,56.2,24.6,13.9,77.57321875,1.808849176,9.28408335,5.691015983,53.19678723,5.186880244
11,4,144.6,375,33387,1358,23.3,0,"[22640, 34218.1]",56.5,58.6,55,"Wheeler County, Oregon",1.97,60.6,12.5,22.2,,19.4,36.1,10.7,46.7,8.5,74.4,43.2,32.3,46.6,11.9,96.81008902,0,0.370919881,0.370919881,54.69448584,1.754385965
512,193,168.6,466.8,52903,102659,15.4,301.9706017,"(51046.4, 54545.6]",38.2,36.9,39.4,"Yamhill County, Oregon",2.78,51.9,12.1,33.6,,5.5,29.8,14.9,55,9.7,67.7,52.8,46.1,34.6,18.9,88.02697811,1.236167288,1.277702509,4.509538267,54.91358025,4.397120317
590,219,165.3,470.7,60179,102295,10.8,332.3720612,"(54545.6, 61494.5]",42.8,41.8,43.9,"Adams County, Pennsylvania",2.55,55.7,11.4,35.8,,6.3,42,12.6,60.7,5.7,78.9,61.2,52.9,28.6,11.4,92.29612743,1.548635609,0.727151238,3.349808877,58.10750661,4.47016211
7913,3100,182.1,501.2,52385,1230459,13.1,624.1573267,"(51046.4, 54545.6]",40.9,38.8,42.9,"Allegheny County, Pennsylvania",2.26,45.4,10.2,25,,19.1,29.8,22.1,59.8,7.1,76.9,,53.6,31.2,14,80.81200833,13.00667265,3.274756426,0.404988852,42.45865232,5.044224477
442,177,171.1,458.5,44326,67052,13.8,74.56899123,"(42724.4, 45201]",45.6,44.4,46.5,"Armstrong County, Pennsylvania",2.36,53.9,15.2,42.8,,10,49.4,10.5,53.2,8.5,72.3,51.8,47.8,38.8,16.9,97.75371806,0.935583048,0.185351359,0.223598464,51.86159024,4.390138408
1133,466,180.2,476.1,51041,168871,11.7,183.5720757,"(48021.6, 51046.4]",44.8,42.9,46.6,"Beaver County, Pennsylvania",2.38,51,12.7,36,,11.3,39.2,15.3,57.7,6.8,73.9,55,50.3,36.9,16.8,90.94619666,6.06001708,0.577789557,0.237359013,49.70961344,4.491424455
330,110,151.2,479.9,46890,48586,13.6,0,"(45201, 48021.6]",45,44.1,46.3,"Bedford County, Pennsylvania",2.43,57.2,18.6,48.1,27,6.3,50.8,8.5,56,7.3,70.9,52.6,44.2,34.9,15.3,97.71829035,0.568390172,0.226133724,0.305586114,54.965,4.585306863
2265,816,162.4,472.4,55936,415271,14.3,156.5242938,"(54545.6, 61494.5]",39.7,38.4,40.8,"Berks County, Pennsylvania",2.61,49.6,13.9,35.5,43.1,7.5,38.4,15.1,59.9,9,71.2,56.6,50.9,32.6,17.4,83.68147066,4.979164905,1.408331622,5.046561907,51.44737529,5.334555643
819,328,179.4,478.4,43343,125593,15,39.81113597,"(42724.4, 45201]",42.8,41,44.5,"Blair County, Pennsylvania",2.41,50,8.4,40.5,,10,48.2,13.1,55.5,6.4,70.6,51.9,46.4,38.3,18.7,95.93192459,1.594331267,0.71175503,0.213526509,48.79100208,4.508674734
406,163,183.8,484.4,47242,61281,12.9,522.1846902,"(45201, 48021.6]",44.1,43.1,45,"Bradford County, Pennsylvania",2.52,54.1,21.7,41.2,,8.7,48,11.7,53.4,5.6,69,50.6,45.1,37.7,17.4,97.31792762,0.538342868,0.623513531,0.266760944,53.48140241,5.284901395
3803,1328,168.7,500.5,77823,627367,6.6,79.6981671,"(61494.5, 125635]",43,41.7,44.2,"Bucks County, Pennsylvania",2.65,55.5,10.9,31.3,,16.6,30.7,22.8,63.3,7,83.4,67.8,60.4,24.5,9.3,88.99650964,3.859025859,4.351059636,0.964437273,58.12001751,4.681322269
1149,405,169.7,509.4,60851,186818,8.9,48.17522937,"(54545.6, 61494.5]",42.7,41.5,43.6,"Butler County, Pennsylvania",2.42,55.6,8.9,32,,10.3,34.9,21.1,60.8,5.9,81,64.7,58.5,27.6,11.2,96.32611517,1.163773837,1.079762398,0.135710785,55.70519362,4.004308281
979,366,168.5,488.3,42703,136411,15.3,109.9618066,"(40362.7, 42724.4]",44.4,42.7,46.2,"Cambria County, Pennsylvania",2.28,48.5,9.1,32.4,,8.9,46.3,12,50.2,8.5,72.3,,45.8,39.9,17.6,93.8492334,3.407207582,0.495763411,0.304919609,47.39754633,4.763561711
43,14,159.6,560.4,40257,4732,14.2,0,"(37413.8, 40362.7]",49.9,48.3,51.3,"Cameron County, Pennsylvania",2.2,48.7,11.1,47.1,,9.2,48.7,11.7,54.2,4.5,71.1,48,44,44.4,18.2,97.98726638,0.616142945,0.123228589,0.123228589,45.52995392,3.510758777
439,177,191.8,496.1,49252,63960,13,78.17385866,"(48021.6, 51046.4]",45,43.9,46.4,"Carbon County, Pennsylvania",2.48,52.7,9.4,39.7,,6.8,46.2,9.6,54.5,8.6,71.8,51.9,45.2,37.6,17.4,96.0748213,1.525512888,0.471887861,0.451774608,52.33971496,3.33234816
626,208,142.4,442.6,51573,160580,17.9,392.3278117,"(51046.4, 54545.6]",30.3,29.3,31.8,"Centre County, Pennsylvania",2.47,40.6,3.7,23.5,61.9,10.9,31.6,21.7,55.2,5.1,83.5,69.8,59.5,21.4,8.4,88.37558531,3.841645388,5.549254545,0.500560755,46.5592921,3.704047746
2688,894,159.1,486.2,85613,515939,7.3,149.2424492,"(61494.5, 125635]",40.1,38.8,41.2,"Chester County, Pennsylvania",2.66,55.9,11.4,28.6,,14.4,23.2,29.3,64.7,5.9,82.4,68.9,61.6,21.9,9.3,86.42420414,5.913334131,4.472956883,1.107499652,58.35469775,4.919274098
248,92,179.4,495.4,43202,39498,15.1,0,"(42724.4, 45201]",40.3,39.4,41.1,"Clarion County, Pennsylvania",2.39,50,8.9,30.1,,5.4,47,12.3,51.7,8.1,70.6,52.7,46.4,36.2,16.8,96.87484159,1.183656917,0.615907132,0.248390531,50.2590019,4.792232199
516,212,183,473.5,40230,80994,16.5,0,"(37413.8, 40362.7]",43.9,42.3,45.7,"Clearfield County, Pennsylvania",2.38,52.1,22,41.6,,7.2,50.9,9.2,50.3,7.8,66.2,47.7,42.1,41.6,21.8,95.2239283,2.45380672,0.517561437,0.368808625,52.7799604,4.179907113
232,98,196.6,486,44224,39441,17.4,0,"(42724.4, 45201]",38.1,37.5,38.6,"Clinton County, Pennsylvania",2.52,48.4,10.6,29.2,51.3,8.8,45.6,11.3,55,6.1,69.3,51.8,47.2,36.7,17.4,96.21345989,1.499469884,0.527591256,0.138839804,51.3855096,4.785376874
424,151,175.2,515.2,46938,66672,14.3,14.9988001,"(45201, 48021.6]",40.1,39.3,41.1,"Columbia County, Pennsylvania",2.4,48.1,8,27.1,58.5,6.4,45.7,13.2,,5.7,77.6,61.6,56.3,30.3,13.7,95.44326877,1.8770923,1.18663319,0.481229077,50.05348002,4.087548063
551,224,191.8,481.8,43969,86484,14.9,0,"(42724.4, 45201]",42.4,41.4,43.2,"Crawford County, Pennsylvania",2.42,52.2,16.1,36.6,,4.6,45,12.4,53.4,7.2,64.9,47.4,41.7,38.6,19.5,95.79359537,1.863915826,0.501471211,0.209518794,52.06362979,6.020996295
1332,473,154.6,460.3,62692,246338,9.1,105.5460384,"(61494.5, 125635]",40.8,39.4,42.1,"Cumberland County, Pennsylvania",2.38,52.6,11.5,22.8,,8.6,35,20.3,61.4,5.6,81.4,64.6,57.6,26.6,10.5,89.63744734,3.413039967,3.362092889,1.092669834,52.66284523,4.691477538
1417,534,169.1,457.2,52967,272983,13.4,725.3198917,"(51046.4, 54545.6]",39.6,38.1,41.1,"Dauphin County, Pennsylvania",2.41,47.3,18.3,35.4,34.2,12,34.8,17.6,,7.1,72.4,56.7,51.7,32.4,16.2,72.09676348,18.00113614,3.529771961,2.892723557,44.48062907,5.830835519
3395,1270,187.4,525.2,62867,563894,11,150.73755,"(61494.5, 125635]",38.9,36.9,40.6,"Delaware County, Pennsylvania",2.65,45.9,11,30.7,,12.1,31.8,21.1,59.8,8.2,76,,54.6,29,14.6,70.94553333,20.76687384,5.064066386,1.000564375,47.82182055,5.543922993
235,93,189.9,514.8,46965,30872,10.5,0,"(45201, 48021.6]",46.4,45.4,47.5,"Elk County, Pennsylvania",2.34,53.2,13.2,47.5,,8.2,50.4,11.6,57.5,5.2,75,55.2,49.9,35.2,16,98.13197322,0.506853682,0.420784189,0.261396238,50.40018121,4.291640077
1566,620,182.5,478.6,45476,278045,16.4,39.56194141,"(45201, 48021.6]",38.8,37.3,40.5,"Erie County, Pennsylvania",2.43,46.7,12.1,31.8,45.5,10.6,40,16.9,57.1,8,69.6,53.8,48.1,36.7,19.4,87.52474469,7.066798162,1.423221777,0.873657355,46.11948988,4.900650039
932,394,198.7,495.6,36902,133628,20.2,97.28500015,"(34218.1, 37413.8]",44.2,42.1,45.8,"Fayette County, Pennsylvania",2.41,47.6,18.7,42,31.5,7.9,49.9,9.7,48.1,8.4,65.5,,43.7,41.3,21.9,92.92330053,4.125293843,0.196513189,0.26992755,46.48961979,5.078382982
49,22,206.5,462.1,37794,7410,21.9,134.9527665,"(37413.8, 40362.7]",43.3,37,59.6,"Forest County, Pennsylvania",1.86,33.3,34.2,58.2,,0.3,53.6,5.7,17.6,4.8,68.2,35.8,29.6,56.2,18.9,66.03350481,27.31829574,0.68592534,2.770083102,49.84802432,1.652892562
877,323,162.2,468.5,50434,153638,11.9,97.63209623,"(48021.6, 51046.4]",40.9,39.9,42,"Franklin County, Pennsylvania",2.56,55,18.5,47.2,27.9,6.4,43.9,12,58.9,6.9,72.6,55.1,48.6,31,13.3,92.94677742,3.815871557,1.028991693,0.749253045,55.20744408,4.842223007
88,34,177.5,458.9,48084,14629,13.3,0,"(48021.6, 51046.4]",43.2,42.4,44.3,"Fulton County, Pennsylvania",2.46,58,17.8,48.8,,5.9,51.1,8,55.4,7.5,70.9,52.5,47,37.5,17.9,97.01238601,1.429154757,0.142915476,0.306247448,56.30872483,4.970178926
240,95,193.5,501.4,49897,37519,16.5,0,"(48021.6, 51046.4]",502.8,40.7,43.5,"Greene County, Pennsylvania",2.33,49.4,10.7,42.9,38.3,8.1,47.3,11.6,46.6,6.4,71.4,54.5,49.9,36.2,17,92.21624756,5.071432337,0.218778006,0.548262955,50.06252605,6.037875061
248,105,172.7,423.7,44531,45668,15.1,0,"(42724.4, 45201]",42.5,40.7,44.1,"Huntingdon County, Pennsylvania",2.36,51.4,9.9,50.5,34.3,5.2,51.7,9.1,48.6,8.1,70.5,51.5,45.9,38.2,17.9,92.1491744,5.284712238,0.457456542,0.411710887,55.09433962,6.823375775
457,172,151.6,425.1,42611,86966,17,34.49623991,"(40362.7, 42724.4]",38.9,37.1,40.8,"Indiana County, Pennsylvania",2.41,48.4,7.1,22,64.8,6.1,43.9,13.5,52.9,7.8,73.2,56.3,49.1,31.1,13.4,94.49229194,2.508675124,1.118379885,0.315148757,50.63562432,4.149417541
304,120,183.2,495.4,43810,44430,13.3,0,"(42724.4, 45201]",43.6,42.2,45.1,"Jefferson County, Pennsylvania",2.38,54.5,16.3,44.9,30.9,7.9,51.2,9.7,54.2,6.4,67.8,50.6,45.3,37,17.9,98.02484583,0.527303602,0.254714452,0.10724819,52.48119487,6.414368185
124,54,162.9,393.5,48944,24737,12.3,0,"(48021.6, 51046.4]",43,42.2,43.9,"Juniata County, Pennsylvania",2.61,56.3,24.4,47.1,,3.8,51,8,56.2,5.7,69.6,52.3,46.5,31.9,13.1,96.71352048,0.757179105,0.394699746,1.276732853,56.92536996,5.734425605
1370,549,178.3,482.8,45098,211917,15.4,127.4083721,"(42724.4, 45201]",42.3,40.4,43.8,"Lackawanna County, Pennsylvania",2.41,45.8,11,23.5,,12,37.7,16.3,55.5,6.9,72.5,55.6,50.6,35.1,17,92.69836362,3.086306972,2.117034185,0.672260247,44.9714232,3.545136747
2737,1032,157.6,449.7,57369,536624,10.5,59.63207013,"(54545.6, 61494.5]",38.4,37.1,39.6,"Lancaster County, Pennsylvania",2.64,54.8,18.9,35.9,37.5,7.8,38.2,16.4,62.4,6.1,70.6,56.2,50.1,29.5,15,88.55258989,4.031375892,2.0436954,3.185494214,56.86991246,6.226276831
620,255,186.1,493.6,44903,88082,13.2,1146.658795,"(42724.4, 45201]",44.4,42.4,45.9,"Lawrence County, Pennsylvania",2.38,50.7,12.8,34.4,,8.7,45,13.2,53.7,7,68.4,50.5,44.9,39.9,20.3,93.19889639,3.798703484,0.417218097,0.548439918,49.46891725,4.727253413
814,321,172.8,471.7,53861,137067,10.9,0,"(51046.4, 54545.6]",41.1,39.6,42.4,"Lebanon County, Pennsylvania",2.54,52.4,17.7,34,,9.2,43.9,12,60.2,6.9,71.2,54,48.1,33.1,15.3,88.13192317,1.988569408,1.151897243,6.36784115,52.66229169,5.989257845
2001,741,168.4,484,58283,360685,12.8,177.4401486,"(54545.6, 61494.5]",39.5,38.1,40.7,"Lehigh County, Pennsylvania",2.6,48.3,13.6,33.5,,9.5,33.1,17.3,59.9,8.5,70,55.9,50.4,32.8,17.9,79.30350155,6.530794156,3.16967339,7.834766619,48.97730666,5.408652416
2153,836,181.1,500,44222,318449,15.8,191.5534356,"(42724.4, 45201]",42.9,40.9,44.6,"Luzerne County, Pennsylvania",2.39,45.5,12.9,31.3,,9.9,39.5,13.3,55.6,7.8,70.8,,47.4,37.1,18.1,89.85894812,3.93883066,1.075305769,3.110014215,44.48372859,5.103967071
766,280,178.5,521.8,45211,116048,16,146.4911071,"(45201, 48021.6]",496.8,39.2,43.1,"Lycoming County, Pennsylvania",2.42,49,11.9,35.3,44.7,8.1,41.1,13,56.9,7.7,71.9,55.2,49.8,34.4,17.2,91.8443972,4.834727747,0.667775339,0.648916472,49.22668061,5.48894218
260,101,170.4,465.6,44723,42412,16.6,0,"(42724.4, 45201]",42.4,40.8,44.2,"McKean County, Pennsylvania",2.29,45.4,15.6,35.4,,6.9,48.2,10,51.8,9.1,70.4,50.7,46.4,39.1,18.5,94.76028356,2.371513851,0.487361254,0.610950471,44.56321839,6.282490875
792,320,186.7,501.6,43559,114234,14.6,122.5554563,"(42724.4, 45201]",43.8,41.9,45.3,"Mercer County, Pennsylvania",2.37,49.3,15,37.8,,7.1,44.4,13.9,52.7,6.8,69.5,51.5,46,38,19.2,91.3735692,5.678113077,0.701526188,0.420568852,49.96487068,4.669101054
304,113,168.3,485.2,40957,46500,16.3,559.1397849,"(40362.7, 42724.4]",43.5,42.2,44.5,"Mifflin County, Pennsylvania",2.46,53,24.8,44.5,,5.7,50.2,8.2,53.2,6.4,63.3,44.3,39.5,39.6,18.9,97.32833423,0.719871452,0.482056776,0.203535083,51.21833921,5.671766053
866,334,180,460.1,59492,166397,13.3,24.03889493,"(54545.6, 61494.5]",41.8,40.9,42.5,"Monroe County, Pennsylvania",2.89,49.6,9.7,35.3,,6.7,36.6,14.9,56,12,70.6,55,48.5,31.6,16,78.09877234,13.61440544,2.211089998,2.690596315,55.42524041,4.318836947
4749,1672,161.8,490.8,79576,819264,7.1,239.2391219,"(61494.5, 125635]",41.1,39.5,42.5,"Montgomery County, Pennsylvania",2.57,53.9,11.4,28.8,,17.9,24.8,26.3,64,6.4,83.4,68.4,60,24.3,9.6,80.69633566,8.869576983,7.028672645,1.096350419,55.17681595,4.502231194
124,41,152.6,490.8,54547,18557,11.2,0,"(54545.6, 61494.5]",42.9,40.6,46.3,"Montour County, Pennsylvania",0.0241,49.9,14.4,45.6,25.7,14.2,39.8,15.9,55.4,6.6,77.6,,53.8,32.1,13.7,94.35379295,1.680354441,2.901448022,0.124270586,49.33604336,3.59080341
1931,677,172.7,525.7,61510,300813,10,365.6756856,"(61494.5, 125635]",41.8,40,43.2,"Northampton County, Pennsylvania",2.56,51.4,9.3,28.7,,9.1,35.3,17.2,59.2,7.3,77.1,60.3,54.2,30.1,13.5,86.47568888,5.04145306,2.749519385,2.400072092,53.42832095,4.239802406
620,248,177.5,471.7,40429,93246,15.9,0,"(40362.7, 42724.4]",525.6,41.6,46.2,"Northumberland County, Pennsylvania",2.27,50.4,22,40.2,,7.9,50.3,9.4,52.7,7.2,71.8,,46.5,37,16,95.23966555,2.855136906,0.346786375,0.371252899,47.97968254,5.713833492
259,103,189.7,479.1,54920,45685,8.7,0,"(54545.6, 61494.5]",42.1,41,43.2,"Perry County, Pennsylvania",2.49,57,16.8,48.7,,5.8,46,10.6,62.2,6.3,76.2,59.3,54.2,27.5,11.1,97.21741796,0.862578541,0.308689275,0.324014274,56.83162842,5.221317107
8236,3303,211.7,533.5,39037,1567442,25.8,742.6112099,"(37413.8, 40362.7]",33.7,32.2,35.2,"Philadelphia County, Pennsylvania",2.59,29.3,14.3,30.1,,12.6,33.8,14.9,51.4,13.9,55.7,44.1,38.8,41.3,27.6,41.67215409,42.75757007,6.864826838,5.573246769,27.45994321,5.282605624
346,120,157.4,461.5,58375,55949,10.6,71.49368175,"(54545.6, 61494.5]",46,45.4,46.6,"Pike County, Pennsylvania",2.66,55,13.1,32.1,46.2,8.6,35.8,14.7,51.9,11.6,72.5,53.7,48.3,35.9,16.1,89.42117531,5.871238876,1.536233931,1.214860856,58.48474785,5.499704317
114,52,191.9,456.5,40323,17093,14.3,0,"(37413.8, 40362.7]",45.8,44.5,46.8,"Potter County, Pennsylvania",2.57,52.1,15,45.4,31.9,7.7,48.2,9.2,49.5,6.9,67.2,46.4,40.7,40.6,18.5,97.75565403,0.575473327,0.345283996,0.270472464,52.76653171,6.77146312
992,409,186.6,485.5,43169,144590,13.5,186.7349056,"(42724.4, 45201]",43.8,42,45.6,"Schuylkill County, Pennsylvania",2.38,48.7,16.3,41.8,,8.6,47.7,9.8,52.2,8.8,71.6,52.3,47.8,36.7,16.6,94.23408035,2.761000273,0.500136649,1.003689533,48.41855381,4.779878415
224,78,159.2,474.1,49117,40444,13.1,0,"(48021.6, 51046.4]",39.3,37.9,40.7,"Snyder County, Pennsylvania",2.62,52.7,12.6,31,52.8,3.6,46,10,60,5,70.1,53.9,48.9,29.6,13.4,96.81116716,1.011336962,0.684213155,0.471957249,58.05982551,4.883318928
494,189,159.4,455.9,45706,75522,13.5,39.72352427,"(45201, 48021.6]",45.3,43.6,47.1,"Somerset County, Pennsylvania",2.42,54,13,44.3,34.2,8.4,49.3,9.9,51.6,6.9,72.3,52.7,47.1,37.2,16.4,95.67589438,2.640406176,0.304110054,0.41113591,56.74735811,5.627676205
59,21,186.2,538.3,44191,6328,14.4,0,"(42724.4, 45201]",51.8,50.4,53.1,"Sullivan County, Pennsylvania",0.0222,52.1,28.6,41.8,25.5,4,49.1,9.8,46.2,8.7,74.2,49.4,40.9,39.2,13.8,94.67168155,2.4604294,0.48581727,0.51716032,51.59235669,4.06278855
258,100,163.6,434.1,49552,41666,12.8,0,"(48021.6, 51046.4]",46.4,45.4,47.3,"Susquehanna County, Pennsylvania",2.41,55.5,17.7,40.1,,7,46.7,10.8,54.4,7.7,71.5,53,45.8,34.3,14.9,97.86400434,0.545209941,0.276145295,0.302107673,54.01155144,4.344746163
275,104,174.7,487.3,47360,41877,16.3,0,"(45201, 48021.6]",43,42.5,43.7,"Tioga County, Pennsylvania",2.47,52.2,12,37.8,,5.5,44.6,12,52.6,7.4,69.5,51.6,46.4,36.5,16.9,97.1147479,0.718948065,0.532116167,0.073313783,52.9829631,6.635885322
227,81,144.9,432.9,47996,44954,13.4,578.3689994,"(45201, 48021.6]",38.6,37.4,40.6,"Union County, Pennsylvania",2.38,47,6.9,16.2,,6.3,41.2,12.3,46.7,6.1,73,54.4,49.3,31.3,13.8,87.89981761,7.042128209,1.250055607,1.445793852,54.37784929,4.739182301
369,160,199.4,487.7,43810,53119,16.2,244.7335228,"(42724.4, 45201]",45.4,43.9,46.9,"Venango County, Pennsylvania",2.38,53.5,17.9,46.5,,7.2,49.7,10.7,53.2,8.1,67.3,48.1,43.3,41.3,20.3,96.82039105,0.888583831,0.387711943,0.144696323,51.88666456,5.128205128
295,113,179.3,496.8,44651,40396,14.1,0,"(42724.4, 45201]",46.2,44.9,47.2,"Warren County, Pennsylvania",2.35,54.4,18.6,41.8,,9.3,47.2,11.7,,6.6,73.5,51.8,47,36.9,14.8,97.85410869,0.493139983,0.488257409,0.087886334,52.2468299,5.312538077
1356,561,186.3,482.5,55796,208261,10.7,96.03334278,"(54545.6, 61494.5]",44.2,42.7,45.4,"Washington County, Pennsylvania",2.42,52.5,10.3,33.9,45.7,10,39.3,18.1,58,6.5,77.7,59.5,53.3,32.5,13.3,93.95656642,2.947278438,0.853399672,0.226196536,52.24566809,4.918324654
321,139,179.4,437.2,48663,51198,13.9,39.06402594,"(48021.6, 51046.4]",46.5,44.8,48.6,"Wayne County, Pennsylvania",2.47,51.1,13.7,48.5,,6.4,44.3,11.7,48.6,7.8,69.9,50.9,44.5,39.6,19,93.91193215,3.50877193,0.538321521,0.592540955,54.49083187,3.971422568
