,gender,age,hours,evaluation,salary,status
5551,female,59.2963797412813,38.6889851442206,3,5,fired
5552,male,39.8258739430457,48.3501934685966,3,5,ok
5553,female,27.085046591237198,39.488073065464704,2,1,fired
5554,female,57.30147402733561,57.3396633775659,3,3,ok
5556,female,32.5381549634039,64.5366159781901,3,5,promoted
5558,male,20.802648756653102,36.547435773816,5,0,ok
5560,male,38.6559369880706,35.1305988151305,2,2,ok
5562,female,36.2006325088441,48.272398264359204,5,3,promoted
5564,male,27.067525107413502,57.5019897196809,3,0,fired
5565,male,26.211738130077702,35.583545612772,4,3,promoted
5569,male,53.6996994260699,41.483496923206204,4,1,fired
5570,female,47.606537388637705,42.2665023048901,3,2,ok
5571,male,43.496742360293894,47.8502504121283,3,2,ok
5572,female,31.471939934417602,56.138101339766294,2,3,promoted
5573,male,41.1838942673057,60.5971919435309,2,1,promoted
5574,female,41.768800634890795,54.686938599426206,4,2,promoted
5575,female,39.260014556348295,37.724594870134,5,2,promoted
5578,female,38.227503970265396,61.027028338041,3,3,ok
5579,female,50.1514934096485,35.3019560152021,4,3,promoted
5581,male,27.6787719409913,46.7478694646364,4,1,promoted
5582,male,44.2327828705311,59.738197410344,2,4,ok
5583,male,24.4111999403685,59.905333449534396,3,3,promoted
5584,female,35.965121453627894,51.057067191047494,5,1,promoted
5585,male,39.6120608132333,38.662851314217704,4,5,fired
5586,female,56.579589061439,69.2396517018781,4,1,promoted
5587,female,45.586616834625595,35.1063383208357,3,3,fired
5588,female,28.6812317650765,57.85765710062739,3,5,promoted
5590,female,38.750903271138704,74.16890101851621,3,0,fired
5591,female,27.062552478164395,55.0981492216425,3,1,fired
5592,female,38.5019162204117,35.64760737524,4,2,fired
5593,female,43.850380172952995,63.0798242813467,3,3,ok
5594,male,49.123244890943205,47.6228382714708,5,0,ok
5597,female,46.364973904565,56.95166951226871,5,0,promoted
5598,female,21.9494473189116,50.8674562106459,2,4,ok
5599,male,46.4992474392056,44.927209398823,5,3,promoted
5601,female,48.9867791999131,35.0029016811556,3,4,fired
5603,female,32.7407972235233,49.62570973237921,4,3,promoted
5604,male,51.26804547384379,45.394728706349895,4,2,promoted
5605,male,28.283158475533103,41.1527266737127,4,3,promoted
5606,female,49.5060762763023,44.46187599664061,4,0,fired
5607,male,47.8576913662255,35.000635725489204,2,3,ok
5608,female,24.5449475198984,36.059317556703604,2,1,fired
5609,male,48.9719328936189,58.008489153244106,3,2,promoted
5610,male,47.9391990415752,38.726354237016295,2,5,fired
5611,male,24.491544049233198,48.7495221253075,5,2,promoted
5612,male,40.5567311029881,35.0681018640521,3,2,fired
5613,female,40.0548510439694,51.554574134781106,3,0,ok
5614,female,25.7189182192087,36.272816238993705,2,3,fired
5615,male,55.896677291020794,38.71677117329371,2,5,fired
5616,male,28.6009216587991,38.3483861389195,4,1,promoted
5617,female,42.64782756567,35.8828752139092,5,3,promoted
5618,female,39.105076566338504,42.791614804290106,2,3,ok
5619,male,39.497836455702796,38.0821166504179,5,1,fired
5620,male,31.921396730467702,39.7746738943176,2,0,fired
5621,male,45.7687299326062,40.0423695699474,3,0,fired
5623,male,21.3775187451392,55.477115919654,5,5,promoted
5624,female,44.6710470411927,42.60590242104679,3,5,fired
5626,female,20.0433553848416,59.52614565425671,3,4,ok
5627,female,57.59382491,37.27129577367221,5,5,ok
5628,female,44.5700693689287,67.7697542372876,4,4,promoted
5630,male,31.7036757152528,58.21495042970321,5,0,promoted
5631,female,31.0398850403726,42.9974784224438,2,4,ok
5632,male,58.2532436959445,35.2165925409533,4,0,fired
5635,female,24.5193992648274,59.3169882477855,4,3,promoted
5637,female,37.896295124664896,57.5624884549697,2,2,ok
5638,female,50.137652708217495,35.7905982176926,4,4,fired
5639,female,39.008578322827795,74.38638629986029,2,4,promoted
5640,male,59.2183343414217,35.003009395813606,5,2,fired
5641,female,32.8294335585088,43.7217292381482,4,3,ok
5642,female,54.169003302231395,72.4487041111066,4,5,promoted
5643,female,46.74080476164821,70.2562910826137,3,1,ok
5644,male,47.36149968579411,59.728238698023794,2,4,ok
5645,male,51.028148755431204,38.2214958060252,5,1,fired
5646,female,41.251986892893896,36.1407143983711,3,1,fired
5647,male,26.7650522198528,41.9794146786462,4,0,ok
5648,female,49.6428939048201,72.8112042678232,2,2,promoted
5651,male,25.809400901198398,50.71043395220139,3,5,fired
5652,female,57.035959754139206,72.10765815959171,3,5,promoted
5653,female,26.2463426310569,35.7813999851452,2,5,fired
5654,male,28.038715627044397,64.2656420741756,3,0,promoted
5655,female,52.8421020880342,35.0933452348523,4,3,ok
5656,female,53.1079690717161,50.16681765403379,2,2,promoted
5657,male,44.160159425809994,39.326652346831295,4,1,fired
5658,male,20.173474252224,65.4129483327017,2,1,promoted
5659,male,56.2950142193586,49.747408419214295,2,1,promoted
5661,female,34.8478874284774,35.250933746961294,2,1,fired
5663,female,53.4788566362113,36.3428086808182,2,4,ok
5664,female,26.538490066304803,69.4568067026373,3,4,ok
5665,male,48.8981851935387,60.2317363923816,3,1,fired
5667,male,40.4046009853482,57.87681699396789,3,2,promoted
5669,female,22.2601110581309,72.7331385344331,2,4,promoted
5670,male,58.4249488078058,41.8124063007601,2,0,fired
5671,female,47.0480030495673,43.585590581974294,4,4,fired
5672,female,43.90329765155911,63.195127827689,3,5,promoted
5673,male,23.3685795310885,48.5320240050496,4,3,promoted
5674,female,21.3479236885905,44.111356954011896,2,5,fired
5675,female,34.7572985570878,35.2929086280438,2,5,fired
5677,male,50.7270424533635,35.104731974158604,4,3,promoted
5679,female,41.131197810173,35.0019349094472,5,3,ok
5680,female,22.117900308221603,35.9203171385933,4,1,fired
5683,male,41.7101337853819,36.0417468876062,2,4,fired
5684,male,24.309498360380502,37.4703890289175,2,5,fired
5685,male,23.385081132873896,62.1039847301412,3,2,ok
5686,male,27.283983323723103,62.4596768847561,4,4,ok
5687,female,41.1839589197189,47.397324055934604,4,0,promoted
5688,male,25.301084974780697,55.253136302515294,2,2,ok
5689,male,22.479772437363895,41.694164166702,3,1,ok
5690,female,34.460371509194395,43.817242919272005,2,5,fired
5691,female,47.3621077928692,37.3170263898383,3,3,fired
5692,male,35.388743942603504,47.9983574292697,5,4,fired
5693,male,39.509400296956294,40.0174497640203,4,2,promoted
5694,male,20.739854145795103,49.735503353964006,2,2,ok
5695,female,55.5388098210096,53.448439859557,2,2,ok
5696,male,45.15110766515139,41.2728683156325,3,2,ok
5697,female,44.11888455040749,39.0878706231566,2,5,fired
5699,male,52.767326673492796,41.319203243007294,4,4,fired
5700,male,33.1758067850024,35.223596230363704,3,5,fired
5701,male,22.604620484635202,47.530859694071395,4,2,promoted
5702,male,20.2441546041518,35.923676640250896,3,0,fired
5703,female,52.015091283246896,49.5521586143664,3,5,fired
5705,male,26.0538430605084,72.30657077704251,2,1,promoted
5708,male,47.9335301928222,35.157467340689,3,5,fired
5710,female,27.4190894793719,49.39263888906589,3,4,fired
5711,female,44.478370891884005,35.0084826348523,3,2,fired
5712,male,44.34961415827271,78.0609250054676,5,1,promoted
5713,female,52.467143870890105,65.649376600327,3,3,promoted
5715,female,52.64893336221579,56.6221963343881,2,2,ok
5716,male,50.9805911406875,63.253403644762706,5,3,promoted
5717,female,36.6504517570138,52.3900963305229,4,4,ok
5718,female,33.8670971989632,61.0171209231944,2,4,promoted
5719,male,26.6573838889599,35.2289850377387,2,3,ok
5720,female,55.6860380526632,39.1066631124479,5,3,ok
5722,male,23.473148774355604,35.8167300395162,3,0,fired
5723,male,41.3929776009172,41.6159955261406,3,0,fired
5724,male,26.1366539821029,35.047718860166604,4,1,fired
5726,female,43.34028296172621,71.9186536724254,2,1,fired
5728,female,34.1937832068652,69.6644572802671,5,1,promoted
5729,male,57.1455878112465,53.3232257656118,5,4,promoted
5730,female,39.0739573072642,74.8300695895408,5,5,promoted
5731,female,49.6653759200126,50.9743671994589,3,3,ok
5733,female,44.128991747275,35.802314447802,2,4,fired
5734,female,52.733179917559006,51.338196449365796,4,1,promoted
5737,male,32.0784442033619,42.2580710334018,5,3,promoted
5738,male,46.134265884757006,41.821028969775206,5,3,ok
5740,male,33.3298681396991,55.345945076129894,3,5,promoted
5741,female,53.2603043597192,41.8080398676341,3,4,ok
5742,female,32.882756739854806,47.28140870045429,2,4,fired
5743,female,40.9183303453028,40.2279234928679,5,4,promoted
5744,male,30.1377193350345,36.9048180612424,2,2,ok
5745,female,28.1751420069486,56.9860481855449,2,1,fired
5746,male,35.985740236938,35.0318327039739,4,4,promoted
5747,male,51.61293985322121,45.08880585547279,2,3,ok
5748,female,56.7279011569917,43.65107336872129,4,4,promoted
5749,male,50.3240854293108,43.0176265258352,2,0,fired
5750,male,27.1656331419945,36.976045398092296,5,4,ok
5752,male,59.4280479289591,76.4927105563618,5,3,promoted
5754,male,59.96030200272801,35.2227612469764,2,5,fired
5755,male,26.004345407709497,36.723922493481204,3,5,fired
5757,female,39.485853761434605,39.4363864617539,3,1,fired
5758,female,56.762756658718004,35.0016380510933,3,1,ok
5759,female,53.365554716438105,37.8337938145583,4,4,promoted
5760,female,58.0199298076332,64.64062060124479,3,2,promoted
5761,female,50.889484640210895,47.69780190995729,2,5,ok
5763,female,43.20526676252479,37.1817697016119,2,5,fired
5764,male,42.8879209980369,56.9129547872038,5,0,promoted
5765,male,40.92536379583179,35.0006400180179,2,3,ok
5766,male,20.049639036878897,38.043019897599,3,4,ok
5767,male,28.8685807026923,49.5531730516479,5,5,fired
5768,male,31.0790371429175,36.1096245723615,2,0,fired
5769,female,42.2253320273012,38.15374416956529,3,0,fired
5770,female,24.1278605163097,50.6634640258916,2,1,fired
5771,female,54.810032807290604,72.5764695427591,3,3,promoted
5772,female,37.671894431114204,52.9501476255709,2,4,fired
5773,male,27.076517883688197,44.6994875884882,3,4,ok
5774,female,58.5587329044938,36.5187662290044,2,4,ok
5775,male,25.676089162007,52.5524846200016,3,4,ok
5776,female,49.575106622651205,35.664668040996105,4,5,fired
5777,male,47.8158884122968,76.82333901049981,3,2,ok
5778,female,29.589758254587696,37.4286436951818,2,1,fired
5780,male,55.0924798939377,37.3644183699435,5,3,fired
5781,male,20.618740087375,35.148566023938606,2,2,ok
5782,male,39.5940730348229,56.609783729807205,5,0,promoted
5783,female,45.0993471313268,73.20903415291191,4,4,promoted
5785,male,53.00842963159079,79.1905948490236,2,5,fired
5786,female,40.740039702504895,63.6138044113388,3,3,ok
5787,female,51.8313019443303,39.3619394275243,2,3,ok
5789,female,51.78252443671229,77.1313310168957,5,3,promoted
5790,female,41.554261464625604,36.7369652537303,4,2,promoted
5791,male,45.9349888749421,46.0842640818574,2,4,fired
5792,female,56.414077570661895,45.3754659673359,4,0,promoted
5794,male,33.288750350475304,35.9944795868523,3,2,ok
5795,female,48.642575163394206,42.9484081229175,5,5,fired
5796,male,49.2828013282269,49.4985042790447,4,2,promoted
5800,female,31.846023602411197,37.6595281450608,3,2,fired
5801,male,26.1538077332079,59.1751138739806,3,2,ok
5802,female,44.333409992978,60.889178026631,3,1,ok
5803,male,44.54406055621801,49.515199891245096,2,1,ok
5804,female,50.0882025528699,36.3945199234641,2,4,fired
5805,female,37.9351407568902,36.53726172032621,4,5,fired
5806,male,56.13225764594971,39.1715797514736,2,5,fired
5808,male,46.2965512927622,42.2190785061181,2,4,fired
5810,female,24.3105074111372,39.040422024812706,3,0,fired
5811,female,41.6620432492346,56.1414327518433,3,3,ok
5812,female,28.442974947392898,35.184141042292104,4,2,promoted
5813,female,32.6625216472894,38.034490431975605,5,1,promoted
5814,female,42.394577991217396,35.0948190138626,4,4,fired
5818,male,37.6752753183246,54.30860649038011,5,2,promoted
5820,female,29.372727861627897,37.7322884290166,2,1,fired
5821,male,34.9601997528225,42.623123065081295,4,4,promoted
5822,male,41.6843301896006,60.3829517696989,3,2,ok
5823,female,29.1662040539086,35.323999541263206,3,5,fired
5824,male,31.397431157529397,66.8186595338688,2,3,promoted
5825,female,43.1525995116681,43.7467506038747,3,4,fired
5826,female,39.420664710924,44.691384814343,3,1,fired
5827,male,40.6532603688538,39.916701162374004,5,0,fired
5828,male,26.8598683923483,35.0009130585745,5,1,ok
5829,male,27.755617620423397,66.4026326162636,3,5,promoted
5830,male,26.2187211308628,46.581752487894,4,2,promoted
5833,male,34.4096579495817,66.7702870822934,2,2,promoted
5834,female,31.4353042561561,35.0296367872701,5,2,ok
5836,male,42.9411923699081,35.2937405972801,5,2,fired
5837,female,58.38467466644939,35.1634528177153,2,1,ok
5838,female,24.504938209429397,44.6789668354957,2,1,fired
5842,male,32.1686760801822,48.7538033878234,2,3,ok
5844,male,56.2778965383768,62.160551807533,2,3,fired
5846,female,29.5740013569593,38.8100973174488,2,0,fired
5847,female,35.1760173216462,51.56222132747621,5,5,fired
5850,female,50.1002521347255,38.33156040189571,5,3,fired
5851,female,51.332584703341105,54.3799341608586,2,2,ok
5852,male,36.4976145233959,48.996371550946996,5,4,promoted
5853,male,29.094426687806802,65.5543203664182,4,2,promoted
5854,male,20.9649898298085,49.9739954351231,3,0,ok
5855,female,53.720363760367,64.5142738159667,4,2,promoted
5856,female,36.2691338825971,53.840221824885795,3,1,fired
5857,female,32.8972861543298,56.431038395495605,2,4,ok
5858,female,58.7596760131419,61.9316842203296,2,1,promoted
5859,male,20.6308655999601,46.962009995421106,3,2,ok
5860,male,34.5578892435879,54.3364363224799,3,2,promoted
5861,female,41.58061587251721,79.18356052182641,5,3,promoted
5862,male,51.730839982628794,77.12450042212829,4,2,promoted
5864,female,21.7384586296976,35.4082135116103,2,4,fired
5865,male,40.7690645661205,53.7861083421031,2,4,ok
5867,female,58.038351237773895,44.6385182972289,3,3,ok
5868,male,51.5960496198386,61.0085500500811,5,3,promoted
5869,female,50.46955020166929,37.0512232761375,5,2,ok
5870,female,26.2531254533678,39.133446367220294,2,3,ok
5872,female,52.5983821880072,60.4351296314206,5,3,promoted
5874,male,28.461466487497102,67.1507688449201,2,3,ok
5876,male,38.3365953341126,36.957771245521,4,1,fired
5878,female,52.8790662996471,37.6488737118824,4,3,ok
5879,female,54.2602268885821,59.773792147711106,4,4,promoted
5880,male,20.8088055625558,67.9109323872133,3,3,promoted
5883,male,21.822806019336,73.1540029489835,4,5,promoted
5884,female,34.3351110629737,37.334386693684,3,2,fired
5885,female,54.250060087069905,40.4380291836194,2,0,fired
5886,male,45.705348653718794,69.3154075258084,3,0,fired
5887,female,43.2400687318295,73.3088605454907,4,4,promoted
5888,male,35.442258371040204,46.468353455322294,2,2,ok
5889,male,26.8871323950589,35.0104227080188,3,1,ok
5890,female,58.6959078721702,78.6536225642303,2,0,promoted
5891,female,23.426485378295197,51.597330990999005,2,1,ok
5892,male,45.2669348195195,39.5153671984586,3,3,fired
5894,male,32.5972705986351,36.101966587635296,4,0,fired
5896,female,41.4761984255165,35.0002229671693,5,2,ok
5897,male,40.8899229206145,35.629862175739795,5,2,ok
5898,female,45.9677270147949,71.45470951477091,3,2,ok
5899,female,31.704130927100802,74.96846467617401,3,2,promoted
5900,male,46.083044316619606,36.334316727031705,5,2,ok
5901,female,57.568568168207996,35.83848616661879,2,0,fired
5903,female,34.2216059751809,44.676591320166594,2,5,fired
5904,male,53.637920329347295,61.3738913696985,4,2,promoted
5905,female,36.3939987774938,70.0751569377946,3,2,ok
5906,male,32.7415229286999,49.9700387132308,5,4,promoted
5907,female,45.2749302610755,52.5992681563712,3,4,ok
5908,male,36.9224516768008,41.105949649495,2,0,fired
5909,female,51.973808882758,35.3571122799525,5,1,ok
5910,female,32.4873259291053,72.9436114190127,3,2,promoted
5912,male,48.3292300067842,48.9204993391911,2,1,ok
5913,female,56.7677182052284,54.220538765825005,2,4,ok
5914,female,30.862016864121,54.2330014001577,3,4,ok
5916,male,56.933434801176205,40.9457684642165,5,1,fired
5917,male,28.8969188928604,40.1150082680691,2,3,ok
5918,male,37.2580272331834,35.0062275500815,2,2,ok
5919,male,47.2685544751585,64.7096429368601,3,2,ok
5920,female,53.538925731554606,41.07132512804839,5,4,promoted
5921,male,31.8812893237919,35.008526573816496,2,5,fired
5922,male,27.5065844599158,35.00391157661,3,1,fired
5924,male,20.0342614576221,53.28214361923929,2,2,ok
5925,female,59.0082316286862,75.67327424238401,3,0,promoted
5926,female,57.845658687874696,35.0541363519171,4,2,promoted
5927,female,50.0725036114454,39.0809610386085,3,4,fired
5929,male,30.5391811951995,35.1289454170502,2,1,ok
5930,male,52.33971958979961,39.280160706002704,2,3,fired
5931,male,20.3286984190345,35.2052248364916,2,3,ok
5932,male,37.8844945691526,35.0635165810804,4,2,promoted
5933,female,48.8796860165894,45.87972319266979,2,2,ok
5934,male,46.0616251081228,35.0466657583071,2,4,fired
5936,female,24.3222186900675,35.2273564576154,4,0,fired
5937,female,27.4382561352104,35.249068046042204,2,2,fired
5943,female,34.3123260792345,58.3478217972006,4,4,promoted
5944,female,33.7234906759113,41.703149366252106,2,3,fired
5945,female,37.681675171479604,60.8683955654675,2,0,fired
5946,male,50.7698834687471,66.4519571395703,5,1,promoted
5947,male,42.91037819348279,47.2709711178366,3,3,ok
5949,male,20.8680686820298,37.8535726819528,4,2,ok
5951,female,36.668827496469,35.6951382492806,3,4,ok
5952,female,26.436014957726,57.5399430625276,4,1,promoted
5953,female,27.537056989967798,35.271881878489395,3,4,fired
5954,male,35.0692432560027,49.199060480335206,4,2,promoted
5955,male,55.133707271888895,38.4322588641646,3,3,fired
5956,female,55.518053593114004,44.6405261563226,2,2,ok
5957,male,29.0150698646903,46.0756055451444,4,4,promoted
5958,female,38.344381703063796,35.121757473845804,2,5,fired
5959,male,49.6366451494396,38.9388966805258,2,1,fired
5960,female,46.7075733561069,61.0074678261554,3,5,fired
5961,female,38.2336958590895,40.6415565303186,2,4,ok
5962,male,45.165772736072505,78.2510764014602,4,4,promoted
5963,male,45.45087497681379,49.965669322109896,2,5,ok
5964,male,20.1542464550585,67.9032941917113,4,5,promoted
5965,female,20.1419962476939,39.572611457029296,3,3,fired
5966,female,48.98278736509379,47.3692142075492,2,5,ok
5967,female,53.018732797354495,77.3649036320158,4,0,promoted
5969,female,40.164571153000004,78.53005940371101,2,4,promoted
5970,female,37.3403797484934,49.3371594829765,2,0,fired
5971,male,27.405504975467895,58.87947673799971,3,4,promoted
5972,female,55.7131505943835,58.9915822839388,4,5,promoted
5973,male,41.9628699123859,75.4641310354135,5,1,promoted
5974,male,49.7611221019179,47.006289803417395,4,2,promoted
5975,female,42.455353299155796,68.1869231835193,5,2,promoted
5976,female,20.508180083707,37.5595110002401,2,1,fired
5977,male,49.5388138666749,35.091813523867195,3,1,fired
5978,female,59.0167555306107,65.407779655813,4,1,promoted
5979,male,55.3330169245601,42.9008537494965,4,0,fired
5980,male,43.2814180385321,56.9487264820261,4,2,promoted
5981,male,44.6950417105108,36.7048703677639,3,4,fired
5982,female,26.835222784429803,41.8271968626689,2,3,fired
5985,male,21.1620291415602,41.0023420719925,2,0,fired
5986,male,25.3273588884622,62.748985017543404,5,5,promoted
5987,male,45.2740561496466,39.16464502394629,2,1,ok
5988,male,48.0917698703706,69.2625924371048,5,1,promoted
5989,female,53.361725155264104,35.3028174931954,5,4,promoted
5990,male,37.2437158413231,41.3168730185767,2,0,fired
5992,female,21.653173211962,35.2463465372796,2,3,fired
5993,male,26.024169260636,45.45460749605721,4,3,promoted
5995,female,55.740434043109396,35.814957196225706,5,5,fired
5996,female,36.70198414474729,35.777726615797796,2,0,fired
5997,female,55.153923090547295,37.9317884344847,4,4,ok
5998,female,47.6751058828086,59.362835331776104,3,1,fired
5999,male,42.0501744095236,67.5535295634101,3,1,promoted
6000,female,43.012986751273296,37.6029277487152,3,5,fired
6001,male,49.573693154379704,40.2094182324275,2,4,fired
6002,female,52.0957770291716,39.0413440905089,5,2,fired
6003,male,25.913407662883397,37.71660445345471,5,0,fired
6004,female,55.0035496521741,41.4614935026233,2,4,ok
6005,female,26.077233282849196,35.0005073394136,3,2,ok
6006,female,43.372444966808004,61.7108839312399,3,0,fired
6007,male,44.819258274510496,52.3224066597858,4,4,promoted
6008,male,29.8822093848139,60.244549418168106,5,1,promoted
6009,male,49.64108022861179,48.0994838896873,5,2,promoted
6010,female,26.657122252508998,35.039079095541,4,3,fired
6011,female,57.25296748802071,51.6564687709047,5,3,promoted
6012,male,58.3276265673339,71.73519066321201,2,2,ok
6013,male,33.7365320231766,50.7125952158988,4,4,promoted
6014,female,49.0945609658957,53.6583589293493,2,0,ok
6015,male,50.0191517081112,61.5909565091609,4,5,promoted
6016,male,48.217131095007105,35.33168024872629,3,0,fired
6017,female,34.1009614989161,47.869348284249,2,1,ok
6018,female,35.76892020180821,65.72307219152229,3,3,promoted
6019,female,30.034353993833104,76.0375606231057,5,3,promoted
6020,female,41.8259211443365,79.6156677487853,4,0,promoted
6021,female,36.42737374641,48.440405415071105,3,3,ok
6022,female,57.9766900558025,55.39197403597589,5,2,promoted
6026,female,20.632056882605,45.690364441073505,2,2,ok
6027,male,41.5352747403085,39.529666085623205,3,4,fired
6028,female,46.465503564104395,60.592861633282205,5,5,fired
6029,male,31.7545808851719,70.97305884884159,2,2,promoted
6032,male,25.580824688077,71.51675638615191,2,5,fired
6033,female,29.228334436193105,56.48003170722279,4,1,promoted
6036,female,23.396461429074396,76.96912780987759,3,2,ok
6037,male,58.2280124071985,45.494481719496896,5,3,ok
6038,male,46.371176810935104,53.284962679719,3,4,ok
6039,male,39.7183813713491,51.1879701931515,3,3,ok
6043,female,47.541521834209604,73.85080471450699,2,1,promoted
6045,female,35.33381375484171,59.9577031751082,2,0,fired
6046,female,29.559057187289,73.9626174803292,2,0,fired
6047,female,38.5555058158934,58.435681857548,2,5,fired
6048,female,53.454920267686205,46.988235883628704,2,5,promoted
6051,female,37.599003808572895,37.96643744876071,4,1,promoted
6052,female,59.5805191341788,41.9501947609243,5,2,ok
6053,female,31.5647243149579,79.0502540649063,4,5,promoted
6054,female,55.8627093676478,45.6621443387234,3,3,promoted
6055,female,28.9867081400007,35.2962072010087,3,2,fired
6056,male,21.7061407491565,35.000882531490504,3,1,ok
6057,male,20.8093711640686,38.2376050032708,5,5,fired
6058,male,54.0757087338716,42.9290960083731,2,1,fired
6059,female,33.3044382277876,65.2365309609867,4,3,promoted
6061,male,27.9030233621597,42.4461847992594,3,1,ok
6062,female,31.318550165742604,46.157041154218206,5,2,promoted
6063,female,54.933767849579496,75.9010889447035,3,2,promoted
6064,male,32.182842195034,45.343584819956,2,2,ok
6065,female,45.436082808300895,54.2229979572285,4,0,promoted
6066,female,34.6797780320048,56.953895934333495,2,4,ok
6067,male,35.8775998651981,38.5842011057988,2,4,ok
6068,female,25.7082099188119,40.074680087811,2,1,fired
6069,female,54.174231076613104,35.60934403617271,2,1,ok
6070,female,54.9616735521704,59.470106793117,4,2,promoted
6071,male,50.2330632135272,35.5526570992721,2,3,fired
6072,male,32.2226462885737,46.1605053030019,3,4,ok
6073,male,34.9626053031534,41.4777949009145,3,3,ok
6075,female,52.178417826071396,71.330982928162,2,1,promoted
6076,female,48.2600932661444,46.6479098288173,4,3,promoted
6077,female,32.9680641833693,57.233311371308204,2,5,ok
6078,female,23.355860048905,45.4742804709022,2,2,ok
6079,male,39.693953879177606,76.29188077806391,2,1,promoted
6080,female,20.3468569554389,38.8681137504467,3,5,fired
6083,female,49.351561851799495,68.8221851944677,4,3,promoted
6084,female,39.7109985630959,56.4940278165209,5,3,promoted
6085,female,30.4697024170309,78.64742929784259,5,4,promoted
6087,male,37.7308967802674,42.407272969378496,2,2,fired
6088,male,46.7539945431054,47.6240834936718,2,3,promoted
6090,male,54.423628207296105,71.30668655763229,2,1,fired
6092,male,41.3304696977139,37.6511244775302,4,3,promoted
6093,male,52.0056577865034,41.1088992805836,5,4,fired
6094,female,27.939728833735,48.106033467481204,2,5,fired
6095,female,42.1441258955747,50.3370208295656,2,5,fired
6099,male,23.552063656970898,72.7506048410058,5,0,promoted
6100,male,23.4974039811641,36.474546192748,3,1,ok
6101,female,38.142778808251,35.3715031003524,4,1,fired
6102,male,50.0322018098086,66.3339682375254,4,4,promoted
6103,male,49.201434319838896,38.4466397006689,5,3,fired
6104,female,42.9469738528132,60.3192503756594,4,2,promoted
6105,female,54.1867597587407,49.3820530730296,2,4,ok
6106,female,47.4846755899489,36.7120488962082,5,5,fired
6109,female,51.3828125130385,50.64626771620029,2,4,ok
6110,female,46.427010186016595,74.4616491219733,5,3,promoted
6111,male,31.9232082180679,62.670600591386794,3,4,ok
6112,female,39.2914333753288,53.30305011375629,3,2,fired
6113,male,53.0580499675125,73.1354994612284,4,2,promoted
6114,female,43.5530977323651,72.7341432628358,4,5,promoted
6115,male,25.803790595382498,36.1736796816057,3,3,ok
6116,female,54.861849816516,37.630789176994206,2,3,ok
6117,female,27.7423423994333,37.7668324004132,3,3,fired
6118,female,54.515032321214704,49.131148418923395,3,2,ok
6119,female,56.95326198823749,36.215404120961296,2,3,ok
6120,male,59.29057534784079,49.920998008207,4,1,promoted
6121,female,39.8590511083603,47.3881173782201,2,1,fired
6122,female,52.2214643657207,63.358300813686704,4,3,promoted
6123,female,51.04185580275951,38.1308829137227,2,1,ok
6126,female,58.22688632644711,50.532222594298894,2,5,ok
6127,male,31.8774870317429,39.9241783174683,5,2,promoted
6128,male,58.210116513073395,36.1398568007041,3,1,fired
6129,female,43.095558155328,40.6203401398623,2,5,fired
6130,male,23.282490866258698,35.08486713101,3,0,fired
6131,female,55.814333772286794,41.30550512173821,2,2,ok
6132,male,39.0379503369331,45.271768963613205,3,0,fired
6133,male,23.454533219337502,61.1050413897047,4,1,promoted
6134,male,30.873542753979603,36.7735090300695,3,1,ok
6135,male,38.717310009524205,63.5647274478852,2,3,ok
6136,female,56.1924874130636,40.2440229501053,3,0,fired
6137,male,23.331242827698603,35.0218090301362,3,0,ok
6138,male,23.824754031375104,62.0482389735254,3,1,promoted
6139,male,57.5607390701771,58.182828190867795,5,4,promoted
6141,male,39.36383100226521,44.311092055401204,3,0,fired
6143,female,29.5808285847306,35.5321116976754,3,5,fired
6145,male,24.9982910230756,42.388352954422004,3,3,ok
6146,male,55.322314109653206,68.7884625290981,5,3,fired
6147,female,44.239638764411204,44.0532298951573,2,5,fired
6148,female,49.823421463370295,52.593321241967104,3,2,ok
6149,male,25.9563701041043,51.34249217163261,3,0,fired
6151,female,47.3855272494256,45.1107743837249,3,0,ok
6152,female,33.7205540947616,35.0311376327203,5,3,ok
6154,male,39.8205505125225,57.1595733251334,5,3,promoted
6155,female,41.3970705028623,36.771560997400705,2,5,fired
6156,male,26.8406490422785,35.4991658354565,2,4,promoted
6157,male,34.1045670304447,35.5159204775363,4,4,fired
6159,male,40.8435297850519,74.7836476069624,5,5,promoted
6160,male,28.733827713877,45.613964043740104,3,0,fired
6161,male,51.7193244025111,44.654252576413896,5,1,fired
6162,female,25.1401139330119,40.0223280448955,3,0,fired
6163,male,51.692076073959505,65.8430554540022,4,0,promoted
6164,male,44.171134186908596,38.373085016764,2,3,fired
6165,female,26.768571687862302,62.7423728890631,5,4,promoted
6166,female,36.620503691956394,36.216687853778794,3,4,fired
6167,male,29.202155629172896,56.1548531925875,4,1,promoted
6168,female,57.167778108269,36.6088873192267,2,4,ok
6169,male,56.452441988512895,60.375377152530696,2,3,ok
6170,male,39.1429533157498,63.3170580263473,5,1,promoted
6171,female,58.6404015030712,36.4776232193447,2,1,fired
6172,female,37.770524574443705,46.76014390521689,4,5,promoted
6173,female,57.876208424568205,36.6964667154695,3,2,ok
6174,male,27.3009898979217,35.8160919954231,3,3,ok
6175,male,37.3696833476424,51.7216186100541,5,0,promoted
6176,female,23.9478344656527,35.330522877800604,2,3,fired
6177,male,39.3995961360633,38.8872300898567,3,1,fired
6178,female,25.638636955991398,36.1247128150371,2,1,fired
