,year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length
730,900,54.850744871128505,15.1686871316692,4,red,1737,1,672.152635262876
731,-1620,44.3192628990896,12.803544513705,1,red,1737,38,1399.6613273016299
732,1452,45.2097426073217,12.841800560076699,8,green,1737,15,1122.81034526292
733,1400,54.7092783396868,14.8700886121948,3,red,1737,21,1057.9112321241198
734,-1110,45.2728535322775,11.8512317476404,19,red,1737,5,1425.4599842124899
735,1566,47.401952412377995,16.1842867087911,2,blue,1737,7,815.4064849980521
736,-1496,40.7002885527231,11.1080056791536,2,blue,1737,38,1433.6145506523499
737,723,61.93553576651179,15.5836162660196,32,red,1737,13,2071.14715760765
738,-960,46.7134247438445,12.965452009244302,4,red,1737,31,1419.90904091393
739,-601,56.702621774782706,14.876200515371401,4,blue,1737,24,1214.84713108122
740,1546,53.8936006198031,14.2261621521913,40,red,1737,23,2651.99605676376
741,579,61.618847273380204,15.9520655787906,15,blue,1737,35,1785.68173645865
742,19,44.995048889286096,12.1682428515448,12,blue,1737,7,1231.0336105019098
743,918,45.062431220913105,11.9529738042079,3,red,1738,26,1138.86266069352
744,146,52.0757429542677,15.061310416439,14,blue,1738,26,1684.6105020283098
745,-1602,45.132958837919595,13.9193570876036,3,blue,1738,3,764.219124484273
746,1596,48.2321756349069,12.7947715947383,2,red,1738,11,922.266029842885
747,1642,48.9038903936523,12.950509755824699,10,blue,1738,19,1346.4090835122802
748,575,50.0358500644546,13.3369331772946,15,green,1738,4,1169.2617189426599
749,-929,54.3271299793053,15.4731061374087,15,green,1738,33,1861.7177327147601
750,-694,49.1978908060948,12.8028653001155,28,red,1738,37,2432.40345601707
751,-1467,45.102853426503295,11.6724754226809,6,red,1738,19,1226.92420027273
752,-1111,52.5602009170216,13.221941231227401,0,red,1738,32,1236.3527881699902
753,-1965,46.0875444284355,11.8645430175283,12,red,1738,27,1614.13302916091
754,200,45.925776277045294,12.1471043253903,11,red,1738,2,1078.93673353666
755,-909,58.98461956411779,15.797201298769,5,green,1738,28,1353.12308790422
756,-1547,46.2184091430488,11.6625389902935,6,red,1738,4,950.315237284475
757,-1542,41.118195496780295,10.4228934948021,13,red,1738,32,1764.09586963638
758,-1213,63.504371536249295,19.8864698643805,4,red,1738,23,1218.7380493542698
759,-1616,49.527561453677905,12.465256157876999,25,red,1739,20,1962.28970522427
760,526,44.517366769601296,11.559629138761402,1,blue,1739,9,718.8874696135761
761,-544,60.8341902949788,15.332385421473,6,red,1739,11,1016.76000530364
762,1645,60.057982696600895,15.628584763596,30,red,1739,38,2551.07915796374
763,72,52.9171047267747,13.792038549900301,5,red,1739,35,1502.28731799749
764,-165,65.3976380963467,16.8626354479552,21,red,1739,31,2041.2050271272
765,-577,41.18190778575121,10.392848081810499,9,red,1739,26,1494.9078343347599
766,-307,39.0916398570154,11.521156844418002,1,red,1739,5,722.094481182285
767,1729,57.9733922502501,16.400515104152802,0,green,1739,12,848.575934605282
768,-422,58.8292721031578,15.3102413580781,12,red,1739,37,1807.8532281605399
769,39,48.6865746629245,12.2396616975033,6,blue,1739,33,1481.147132882
770,-834,52.1328185902675,13.075875362701499,13,red,1739,6,1242.16059412604
771,907,53.0417573977067,13.911854469771301,9,green,1739,40,1655.8280487881302
772,332,40.9251910521076,10.966470711140301,2,green,1739,23,1145.95480076798
773,-1018,48.3705981822321,12.9224519150366,1,blue,1739,21,1089.13068168636
774,-949,53.5339750232304,13.4772479544628,0,red,1739,39,1368.56852181617
775,-1455,49.7305434687891,13.1432244145564,2,red,1739,27,1222.0830692034199
776,-725,38.570247915514,9.81190685623702,3,blue,1740,16,1043.33226710958
777,1312,41.6590766754454,13.740036327142,10,green,1740,34,1554.52410662206
778,-301,57.3684975403454,14.5852494475222,16,blue,1740,11,1456.03959300779
779,-792,44.694738492847996,11.598065896079301,6,blue,1740,7,992.5158654428509
780,756,39.02097198372879,10.1530154398787,7,red,1740,39,1601.25466627329
781,1280,48.4424123927231,12.378771197735901,3,blue,1740,16,950.343629013633
782,-1909,53.6299500305817,16.334086350737,6,blue,1740,30,1439.88273398974
783,-1733,50.930663047756006,13.6373680780631,1,red,1740,17,965.102727695235
784,-239,48.543260338154894,14.351875829011199,27,green,1740,1,1709.86182344056
785,-1854,49.565557379050595,12.502174584170001,7,blue,1740,10,1092.38039884024
786,-1056,50.540415290255396,12.812435588680902,6,green,1740,10,1016.0325991260801
787,40,49.2414870061121,13.054087986704399,21,blue,1740,17,1768.3997690606898
788,-726,48.2547822299775,13.437974782697502,7,red,1741,0,852.064412615637
789,-355,53.6502026821999,13.6570171266689,2,blue,1741,18,1032.17552355159
790,808,55.9612367980651,14.111722135648698,1,red,1741,11,760.160236325253
791,1505,50.8746700989892,14.7649140327997,4,red,1741,3,847.941697544104
792,1235,57.6062464150776,15.0721275099718,6,blue,1741,16,1059.1722714038199
793,189,47.0800065441666,11.872685602089698,5,red,1741,29,1385.7613701164003
794,1687,65.0496966425889,17.2251663106719,40,green,1741,11,2396.1536742600897
795,-310,65.6602998447882,17.9817374538335,10,red,1741,19,1364.9331916299302
796,1080,47.901723500917704,12.943530993638198,4,red,1741,17,997.03536503325
797,-506,42.2499279366706,12.251171223406802,5,red,1741,36,1521.56714974411
798,-1276,43.4028302997125,11.035822792446401,8,blue,1741,8,1089.7162115727199
799,1577,60.4961396978207,15.230102598224,17,green,1741,18,1646.63872171579
800,797,42.3914038633601,12.5222776014833,18,red,1741,1,1246.39882976033
801,-1322,50.1525687792513,12.6684988553912,17,red,1741,21,1696.4381067927302
802,823,52.6880898827558,14.281254861877699,0,green,1741,29,1090.59456574779
803,-1002,56.376805887862304,14.9203335894931,4,blue,1741,26,1302.93165063921
804,-1131,43.1300015226505,11.4260469670532,3,blue,1741,28,1311.94522751829
805,686,62.50535679833,15.6789709508414,8,blue,1741,26,1366.1515752438002
806,1621,33.4157914381488,9.088213428153779,5,blue,1741,3,854.8062343696711
807,384,36.296681230975,9.35479536967507,12,red,1741,24,1570.63969760062
808,1411,61.33125213245171,15.347555082035901,3,green,1741,16,940.822527339191
809,244,48.173603618463204,12.0976163176684,0,red,1741,34,1250.14883572648
810,841,56.088508205257206,14.4258814057387,2,blue,1742,29,1180.08562437459
811,399,70.4995899148452,18.407534705064602,10,blue,1742,21,1446.74513020714
812,-983,49.0850461423025,13.9431143812778,6,red,1742,23,1284.00842622702
813,-615,39.0685199242194,9.82276102863525,2,blue,1742,8,842.463676331792
814,1220,54.6218047103895,13.9990014787707,0,green,1742,5,580.491646105375
815,-137,48.23107925299029,12.8454408329636,25,red,1742,38,2380.32680916244
816,-29,55.25290569445661,14.143839624166901,11,red,1742,5,1112.14996409549
817,-1994,54.1251109216301,15.924618200550801,2,green,1742,39,1460.2030924635599
818,-676,59.42146038243771,16.1996124451053,2,red,1742,27,1218.70267534306
819,1797,48.4476626052265,12.6205026196019,11,blue,1742,19,1428.4074736643202
820,1122,48.7574935071516,12.230730660041099,3,red,1742,12,833.3539442594259
821,58,47.3816254091649,12.706626627570099,9,blue,1742,31,1549.15058648921
822,1505,48.6785334078023,12.950187938930002,38,green,1742,14,2403.42330799745
823,-142,47.261632455172204,12.137936613085301,3,green,1742,12,1004.99490613584
824,868,51.0559747129039,14.008228347206199,10,red,1742,40,1713.93454062136
825,254,69.273416458467,18.350257203782302,18,blue,1742,37,2055.80890714279
826,-13,44.2835524179881,11.9107083776756,8,black,1742,10,1153.67490106068
827,902,46.40965163132171,11.738937321232099,2,red,1742,14,861.2044516689599
828,1729,49.211138782523406,12.4257186966631,4,red,1742,6,873.1490473261259
829,1664,56.6258260627525,14.6328592085543,2,red,1742,13,920.72064985619
830,1242,55.9853935978371,15.5807787288769,3,blue,1742,15,927.631764539276
831,-688,50.563927532502696,12.9757288143396,2,red,1742,27,1209.36363255515
832,871,47.6458486945942,12.8821431333765,20,green,1743,17,1630.66239154172
833,45,39.429446829914106,10.524723918750599,6,red,1743,24,1339.17571227075
834,-1745,57.7028299286916,15.638664025353698,18,red,1743,30,1931.4031946358102
835,-1183,43.5235165802078,11.1103026119351,7,red,1743,30,1478.0311532650198
836,147,54.5507096001419,13.7632358323279,14,red,1743,5,1258.1939897042698
837,1512,41.978622784714496,10.556847417696199,2,red,1743,32,1296.656333046
838,1780,65.37698423468511,17.1795899004374,6,red,1743,24,1321.9516335211
839,-536,44.658501911553,11.2119986143937,2,blue,1743,30,1301.91175801525
840,-1953,40.697757260977795,10.4046180513947,8,black,1743,27,1457.5722015272302
841,-1890,49.543133082761,12.512228442997598,17,blue,1743,20,1643.0889387504
842,-661,51.2534315582941,13.4926433976884,7,red,1743,8,1029.63467789405
843,951,46.1252813555923,15.841149115512199,25,green,1743,12,1722.62194858516
844,1046,53.0017191323209,13.558455274969802,31,blue,1743,23,2217.65021364005
845,812,51.563185524545794,13.3842675595122,3,red,1743,34,1323.4633222636999
846,10,49.299757573685504,15.8375103462079,29,red,1743,31,2372.7141719915803
847,-785,66.16346182626529,17.850230728115,17,red,1743,33,1978.4843907533602
848,-821,52.1744498232162,15.1838552390308,23,red,1743,3,1537.95387802199
849,925,50.040296581921304,13.2215261396935,7,red,1743,26,1316.6184168111
850,-1505,48.6323818216652,12.3642288471244,3,red,1743,30,1312.0768702042599
851,-624,52.5010972095324,13.1439425301868,1,red,1743,0,629.795866776046
852,107,70.587909269008,18.049233454943398,4,green,1743,34,1490.79128564548
853,-866,54.3734796795519,13.6013472271964,29,blue,1743,1,1785.5411114792898
854,227,40.7266001414901,10.8475953064026,9,green,1744,36,1689.4213839216598
855,1443,41.1830024699837,11.0922144795154,6,green,1744,17,1100.3653726455
856,1405,48.8642873741197,12.8081499220681,1,red,1744,11,778.955704091729
857,-850,50.879982089497005,13.267983133407302,0,red,1744,7,731.2711197627721
858,-924,39.068333941870605,11.3328191402891,3,red,1744,10,910.94194019879
859,199,51.7244368577894,14.3894423773627,4,blue,1744,22,1207.2669256032302
860,-342,45.87725502272411,11.510197485381,2,red,1744,3,746.4509000038071
861,1493,46.6756679844875,12.626997235267599,5,green,1744,14,978.8422510662759
862,1460,57.3198664773705,14.4325172218606,0,red,1744,13,731.194127786124
863,1092,49.0441872541807,16.0138515031532,30,blue,1744,35,2395.77082297571
864,-778,51.166706662806504,14.190352004518001,0,red,1744,26,1125.2271990986699
865,1045,66.6909607074384,16.9884144441032,2,red,1744,13,847.4979541073981
866,-1005,36.717839587093,9.27531909606993,0,red,1744,34,1285.58733329112
867,-1467,44.7937001817383,13.608457237062499,4,red,1744,2,754.4893567910041
868,534,46.85809546498071,12.4533366238591,0,blue,1744,38,1281.90942462324
869,-361,42.951411087424795,11.057822654113501,9,red,1744,13,1202.32523390986
870,-1917,53.8002954745005,15.6680687682625,32,blue,1744,16,2214.5085789397303
871,749,53.367809499648196,14.2220304581777,3,blue,1744,2,670.114828978235
872,1008,46.9560257159052,14.853688991457501,6,red,1745,9,930.932577241156
873,-617,35.075965790851804,9.08797120461959,22,red,1745,30,2089.26205497751
874,-576,54.8850258018433,14.9533734799233,8,red,1745,7,1040.7721625272
875,-1743,52.5110754638542,13.265098886651499,14,green,1745,30,1769.6680251107898
876,-888,47.5777029669872,13.3917535776798,5,red,1745,36,1555.7074465282901
877,-1000,42.5158938718165,11.666891356635402,0,blue,1745,30,1185.11444613915
878,-256,40.54533336674871,12.0900089599984,4,red,1745,8,912.9766960996851
879,689,47.15537605812921,13.0540929790309,2,green,1745,3,636.8920638825309
880,732,43.1370637831798,12.497729584893,2,red,1745,17,915.0544545907891
881,858,44.97768585633511,11.435759135680302,9,blue,1745,2,915.731603640405
882,1375,33.406692849609605,10.7105234958246,2,blue,1745,26,1118.93277879774
883,-1345,46.9382712403881,12.267948836335199,3,red,1745,4,786.019043006002
884,-675,51.4367908629224,13.381141206217197,22,blue,1745,26,2018.8814356406897
885,750,47.32984153464379,13.411276955781199,9,blue,1745,2,924.9911497154302
886,-1928,60.8714397122643,16.002017666113602,8,green,1745,10,1102.92195507996
887,-276,51.148018427820205,13.7409331352666,10,red,1745,37,1799.2165232118102
888,-1720,54.1352506938905,14.6952557737415,7,red,1745,12,1125.2333469812402
889,-1379,42.0299235354575,10.981334960913,4,red,1745,0,757.317738069403
890,-1591,59.925012190461295,16.1213855455694,11,red,1745,30,1631.2735423184101
891,1574,54.038902952063104,15.3327868483836,14,red,1746,17,1495.27642624
892,1372,62.3955142546416,15.9013591658317,9,blue,1746,3,903.848090261342
893,832,44.499799210651396,11.914860367470501,7,red,1746,1,818.8517841419
894,-1102,46.537978008951704,12.476645177328802,7,red,1746,18,1225.1722049508999
895,-1887,40.9591265098285,11.847179915697598,14,red,1746,26,1718.5693172204199
896,-1810,38.4641404689412,10.0195106174746,4,green,1746,35,1463.0626429118302
897,-181,52.857884037313795,15.2004777217854,35,red,1746,13,2239.01123428974
898,450,48.61169261642179,12.3695577985182,14,red,1746,3,1216.18129968333
899,-1771,46.3232077423807,12.0281304993748,1,red,1746,32,1238.84221838045
900,-1789,44.776084911652696,11.4821279702282,16,red,1746,14,1479.06537823758
901,-1076,42.723364998868796,11.0353691106315,2,blue,1746,9,861.669926512671
902,-1967,49.8983805234978,13.1697001203114,2,red,1746,1,722.242067858441
903,-6,54.645056599652605,14.006808107228501,3,blue,1746,7,879.088228526274
904,630,54.26715398740029,14.1056426571962,6,green,1746,18,1096.93653644841
905,-1382,43.92917561485379,12.883737493108198,30,red,1746,7,1927.10016144657
906,1316,52.509586434971894,14.0395794181301,5,red,1746,17,1037.37575719486
907,-1887,42.0667906599629,10.9845560726371,17,red,1747,25,1762.2684843605898
908,1548,48.9286449403137,12.889870140715699,21,green,1747,3,1529.40079777681
909,1212,45.1469459248282,11.816245824879598,2,green,1747,12,803.028213002133
910,1088,41.738450298703206,15.052471569175902,9,green,1747,2,883.517883018701
911,-1925,49.52455028014629,12.660997221848,2,blue,1747,2,710.9896768733349
912,648,50.72852963625171,13.0307987058691,1,red,1747,17,934.8273008338301
913,-1154,48.820796035563404,13.036742298905098,7,red,1747,13,1110.6246354961302
914,-606,67.8808019517782,17.6905223545862,43,red,1747,29,2913.9080968217304
915,-958,55.3528024668193,15.1423403415954,6,blue,1747,19,1241.77353480795
916,-714,41.747822599727996,12.3491069976938,9,red,1747,18,1322.34558140237
917,1628,46.7782043980304,12.085274436926902,5,red,1747,0,789.6092546862599
918,1664,53.934855593902206,13.5152666570463,2,green,1747,5,790.188125044397
919,-1139,58.0938448473273,17.4045128637972,6,green,1747,1,867.7155436610069
920,1245,37.5238608536661,11.264667595777901,0,blue,1747,0,511.184739349601
921,1529,53.826898760573705,13.647498880383,8,green,1747,11,1131.5260112830902
922,-23,43.326229911872396,10.946856145890699,0,red,1747,17,954.8604789382209
923,-1054,51.82517087863629,14.044863494149899,8,green,1747,15,1224.36586888422
924,704,58.16335931524161,14.8792572112556,2,red,1747,17,910.458706645207
925,-1785,54.303376927607296,14.4136848960603,2,red,1748,13,905.717636074368
926,382,46.645382939117,12.853092990360599,1,red,1748,26,1152.05480900063
927,-245,58.9599605439231,17.2513588966938,1,red,1748,38,1401.6509423090301
928,-1197,55.515825032814206,14.417115507088301,17,red,1748,13,1527.3735284346699
929,574,48.9140440933134,13.053272453091399,3,green,1748,26,1126.58030553461
930,1298,41.776356932475295,11.7790757987114,22,blue,1748,0,1374.7231734724498
931,-987,45.2430884481119,11.578208566327,6,red,1748,39,1649.38255942057
932,1260,50.875546852530896,12.7572295000856,5,red,1748,3,751.023880098653
933,-423,51.8920423905124,13.4772258585957,10,green,1748,37,1670.82833149051
934,-1964,59.2881274559689,16.8249399745268,6,red,1748,36,1615.2595546031
935,699,59.36441699901629,15.178387685796599,2,red,1748,5,686.964332567742
936,-1300,44.6546090920239,11.901132980804999,2,red,1748,18,1002.6682584531401
937,-799,50.221775553454,12.6694673796381,3,red,1748,37,1438.6614401112197
938,-1337,54.9939618288972,14.7587476414935,2,red,1748,34,1357.63447895756
939,-870,69.7312528796069,19.0036397595875,3,blue,1748,36,1445.51868975492
940,-1681,45.01301407316011,13.971683994427199,7,green,1748,32,1521.69157369862
941,1117,64.6386097982128,17.808231152639802,6,green,1748,7,896.6737059615571
942,-1238,66.9137375663453,17.901683102586397,0,red,1748,26,1116.7392303300999
943,-1694,53.2697256562329,13.6013485351818,2,red,1748,15,970.049740883936
944,1035,43.397166285140294,11.888055143705001,25,red,1748,31,2081.00749258001
945,-162,58.956006912730004,14.8470912453896,0,blue,1748,18,936.825877694101
946,31,56.391000741766796,14.6681114103761,0,red,1748,40,1377.25006705749
947,1330,52.782538269479,14.210809788241901,1,red,1748,5,613.436421332606
948,497,43.771267346245395,13.558601502005,5,blue,1748,13,1066.9771560803501
949,1233,54.3659145837436,14.8850148311808,14,red,1749,13,1305.75235661594
950,712,58.0917721217589,14.7754683417649,8,blue,1749,9,1008.4125736929
951,335,46.7371605975653,12.7337278178548,8,red,1749,19,1330.3332740193598
952,1415,58.26712635363361,14.951573584272802,18,black,1749,38,1988.87022228517
953,-630,52.574821933928,15.229287517060401,14,red,1749,28,1690.7293479174
954,-1116,59.7537837643425,15.8247089277141,10,red,1749,29,1606.9758454291598
955,274,48.0680611477328,12.965952236375198,22,red,1749,4,1576.3365746669
956,-123,48.3533608313706,14.369703428602,6,red,1749,33,1498.01861121306
957,-641,60.9511893334523,15.8594646290574,3,blue,1749,6,833.5301607224139
958,1583,48.9838820198701,15.7239803733756,13,red,1749,22,1585.20556708029
959,-446,48.9984815875519,12.939967215770901,12,blue,1749,15,1366.5301323891001
960,-805,46.898487023166396,12.7620836829102,17,green,1749,24,1750.78301491291
961,469,57.1940392728771,14.363170539677801,19,red,1749,25,1834.8483121206898
962,1173,42.1892186393219,13.552081070420899,8,red,1749,14,1106.9184185799302
963,1020,53.33214300249389,13.6202979430851,4,green,1749,5,764.2827903405099
964,-1744,54.390518850076894,14.2519662679145,36,green,1749,23,2514.4315155866198
965,665,47.390391186688795,12.993544769633601,10,blue,1749,5,988.5940628807001
966,-1306,37.1667783842804,9.75909007446399,6,blue,1749,25,1363.53711018489
967,-865,41.446801425796,10.4592727236217,3,red,1749,2,774.9945318414669
968,-1091,52.0284122384158,14.447422213931501,11,red,1749,14,1334.6571426317998
969,-935,49.5229820633107,13.694252780265698,22,blue,1749,29,2029.9820506195001
970,1243,44.2119781426062,11.374975874901303,27,blue,1749,29,2144.5143779419395
971,566,48.624276416307,12.2260465713267,16,green,1749,1,1174.17577493405
972,-1848,46.9184363719506,13.0750982968755,10,blue,1749,40,1788.9746928952802
973,1714,50.099102660246,12.8943053286466,46,blue,1750,7,2567.74531176398
974,-795,47.9460150736734,12.3612899763118,1,blue,1750,21,1035.94644603499
975,-1220,41.2982925518596,16.615520081272198,1,blue,1750,34,1337.94996069485
976,-1263,53.5399104421352,13.5103708288946,27,red,1750,30,2289.1506884637
977,111,56.7219950417163,14.4055195652973,9,red,1750,14,1260.45700603407
978,1797,48.5478237776482,12.534839629717801,7,red,1750,12,1118.19233822246
979,-1082,57.501378129765904,14.899324998624802,15,red,1750,10,1402.72593766635
980,700,44.0633909445086,12.277955547620302,18,green,1750,7,1351.0894006969
981,-951,54.5476748248264,14.379251630322,0,red,1750,5,703.488404900573
982,-947,58.3572453696926,14.922042357755402,23,red,1750,36,2257.03428052785
983,-53,46.51637036956679,12.6609601681814,19,red,1750,13,1620.9017067987197
984,-1775,45.8745947870676,13.1380302201877,5,green,1750,12,1013.8357529782401
985,1166,42.5244852137645,13.470883923901,8,blue,1750,30,1450.5025867838901
986,1559,57.5745636026048,14.8637043378933,18,red,1751,16,1658.4066350445
987,110,51.2646479236156,12.8361456401979,2,red,1751,8,824.342303340773
988,-717,55.25053447613279,14.981579094472599,35,blue,1751,24,2488.88482106007
989,-286,48.9211549471379,13.412563256208301,0,green,1751,18,974.229621955725
990,131,52.09946645985951,14.8696979340083,6,blue,1751,27,1386.43655421278
991,591,43.8346003619486,12.149153453942699,27,green,1751,8,1730.8083004230898
992,1326,60.425174484645794,16.9394310680919,6,blue,1751,18,1090.62838771351
993,345,50.565557167287295,14.2065623793794,12,blue,1751,36,1804.56362427073
994,756,43.638020591216296,11.144099681489699,14,blue,1751,33,1683.32885521305
995,-1972,50.1234308993006,13.679329314047198,25,red,1751,33,2251.98317226448
996,1416,31.8717367149329,8.04755227747002,1,blue,1751,18,894.035590402063
997,135,41.9343194053342,10.576850360371699,1,blue,1751,29,1216.15620632315
998,-1614,43.9898000498078,11.517455489112999,0,red,1751,22,1032.46168298669
999,-1725,48.3375797659328,12.462247299407199,19,green,1751,14,1651.89125024767
1000,-70,53.696201970235,17.5513935714239,6,green,1751,20,1269.2984807027601
1001,1583,58.3153507199416,16.0113993251857,5,red,1751,31,1440.93117665361
1002,-13,60.2418259410474,15.620131952462401,5,red,1751,4,883.3326832272611
1003,445,44.72155722252,11.434093670901001,17,green,1751,23,1761.2865071498102
1004,648,57.262976244714295,15.850786422761901,1,blue,1751,19,946.8131117284661
1005,-1274,37.9996990975197,11.561283060363701,0,green,1751,6,696.3460507014889
1006,923,60.58856477817329,16.1448567403195,6,red,1751,27,1266.68708408545
1007,1535,44.2345494871258,11.231229204035802,8,green,1751,3,983.617172135186
1008,1596,44.8633665927872,11.512993379058301,3,green,1751,18,1095.01250597578
1009,-1274,65.6080767510536,17.3945594466356,31,red,1751,12,2101.92508098657
1010,473,42.6259729063858,11.3483981071686,4,blue,1751,0,774.9757126154981
1011,-1944,58.1698280587838,14.565748170613402,2,blue,1751,24,1136.11861912517
1012,-733,54.4722652036984,13.629639760525698,16,red,1751,31,1849.96434998422
1013,-1661,51.5374451172422,13.6031828567906,5,red,1751,8,945.582412646169
1014,1109,42.0989930159595,11.1928891482576,1,red,1752,34,1245.39448732042
1015,545,44.9750532471415,11.297688340787499,10,red,1752,34,1586.55532122651
1016,1055,66.2840370754392,17.0602102697514,4,blue,1752,7,805.9089678471139
1017,-594,45.082932339730206,12.9879336397559,12,red,1752,1,1085.12238860331
1018,1742,47.3066418824508,12.325256502762802,4,blue,1752,37,1522.7456015359
1019,3,40.9048249344828,10.304663082946199,3,green,1752,29,1301.1024142189901
1020,-481,51.108438530932595,14.557034902655198,15,blue,1752,11,1474.1168723139301
1021,629,47.6354249308529,12.963063002584699,11,red,1752,19,1328.10863601346
1022,-1877,45.3850606499322,11.791146572355402,3,blue,1752,1,750.1587116062401
1023,-755,55.7218797407308,14.5117394424791,2,red,1752,30,1269.6204699218301
1024,-1652,43.9489050547996,11.858387166672099,11,red,1752,27,1568.1779154988199
1025,-845,45.106562289798404,11.419444049981198,0,blue,1752,39,1374.57901846136
1026,480,42.4918648473692,14.327836908591498,19,red,1752,34,2018.86928444357
1027,710,45.7993617871671,11.6063606290788,6,blue,1752,11,952.2240812227251
1028,-178,45.0169719745761,11.254334314944698,4,red,1752,35,1426.12180155707
1029,293,56.3439347981486,14.2112153771784,10,red,1752,24,1498.24328782913
1030,-11,47.788332453376206,11.966660764163,13,red,1752,3,1199.4217221305
1031,-71,52.147721091767394,13.1352923383714,2,blue,1752,40,1447.8780810728101
1032,-1726,51.5763890356437,15.7152086845003,18,green,1752,22,1780.04536259138
1033,698,53.8391674473421,14.2873908200697,3,green,1752,14,899.9147726174831
1034,-1546,61.8835332107442,18.0591356267317,11,green,1753,3,1096.20281385065
1035,-1406,47.31568138764971,12.476347156096699,3,blue,1753,34,1392.20525807698
1036,1727,43.061750521645,11.500081006173101,31,red,1753,18,2174.41196430566
1037,127,51.000413004612,13.747090196540197,1,green,1753,36,1384.9455435166901
1038,1513,41.5304789095116,11.7168532190174,23,blue,1753,17,1877.6741901828198
1039,829,57.2336727241566,17.3871446513415,27,blue,1753,6,1711.28598842052
1040,813,50.283362738097104,13.0593033367364,20,blue,1753,27,1854.5674529229602
1041,-1106,52.758488838506004,13.9434480448452,0,blue,1753,11,807.293685813495
1042,615,61.494756711571895,17.700810314477,6,red,1753,38,1509.29730252422
1043,1147,45.154235562652,11.7746616113856,19,red,1753,24,1728.69753216265
1044,-949,41.350301703289,10.5194579148698,20,green,1753,15,1680.43599640824
1045,-846,41.2942859554935,12.920415154213,18,red,1753,33,1985.3563465618104
1046,-502,50.8969233618486,13.7044199775809,36,red,1753,21,2469.99445472441
1047,-1609,45.592675521334705,14.2949809093485,34,red,1753,28,2542.12467700548
1048,-1812,64.04272749497379,22.3721808455403,6,red,1753,36,1545.80557591319
1049,-1012,60.9226105518355,15.8774399088625,4,red,1753,10,951.455738147653
1050,-1335,47.9789940054316,12.6599447068472,4,red,1753,40,1539.9425575247699
1051,330,52.666799535382395,13.933459535634,63,red,1753,23,3594.13255807849
1052,-664,48.2845606755728,12.8080584645685,16,green,1754,37,1996.7404478159801
1053,1484,59.7679591716321,15.905739434786101,13,red,1754,25,1526.50681996585
1054,538,48.9045422838817,13.320939698629001,16,blue,1754,34,1833.79811914296
1055,-1181,54.2605042341331,13.7680135219167,5,blue,1754,30,1391.81460162491
1056,237,44.9230308484682,12.5271385970204,11,green,1754,38,1785.2028319479998
1057,-1429,45.6057372582725,12.0139619755937,1,red,1754,5,728.443711934386
1058,-889,41.994644842801705,10.9723729579109,12,green,1754,4,1125.02807551935
1059,801,49.028926450185395,12.600653628675301,22,red,1754,35,2061.58765060693
1060,-1283,55.4673317689157,15.184719615100901,15,red,1754,25,1729.3116311694198
1061,-1669,60.9948148797566,15.408498691285999,3,blue,1754,2,750.3201654758631
1062,1038,40.319463087573794,11.8720849151703,30,green,1754,24,2169.3816738147502
1063,1467,48.0785440119854,12.0241465418051,1,blue,1754,22,1034.3446001055302
1064,-1947,49.371727875965604,12.614311998144501,9,blue,1754,23,1436.6692259318
1065,496,54.375377903196004,13.65730157762,4,blue,1754,17,1097.16392486616
1066,1765,56.2686253531419,15.1717205341,21,green,1754,21,1832.3526942089002
1067,300,43.41417420061789,11.628617940806999,5,red,1754,5,898.939661797843
1068,-1155,57.67305799852961,14.4513508772941,8,red,1754,33,1587.14262494736
1069,1413,56.62665865011461,15.011881428262901,27,blue,1754,39,2342.73360464916
1070,1234,44.195401670657795,12.1089864191795,6,red,1754,1,783.1505822661411
1071,746,48.77332865723229,14.878418983910999,1,green,1754,37,1291.13708809108
1072,1336,48.451344753148405,12.878061212474899,13,blue,1755,18,1390.31342191117
1073,1031,49.115917504045896,12.3317765333289,4,red,1755,27,1211.42969159793
1074,38,57.679210840576204,16.7305535967569,9,green,1755,39,1776.4028412670498
1075,523,42.6778642098455,11.5999136907372,15,red,1755,3,1180.11898696854
1076,431,49.46388999629001,13.931434752976301,19,red,1755,3,1389.48573823917
1077,-67,48.02605857453079,13.0468463965615,14,black,1755,32,1809.7226209217001
1078,-1555,48.4911838883095,13.782173699650901,2,blue,1755,17,1019.7945484127999
1079,1431,56.5254524304879,14.309763940781698,8,green,1755,31,1436.0500760345
1080,-1329,47.028750205035,11.7617656787845,7,black,1755,3,941.1647749433521
1081,963,53.4385545140207,13.3617809642591,4,red,1755,34,1367.25102021507
1082,-909,39.62782993724329,10.5893798703275,20,blue,1755,33,2068.6214301090304
1083,-721,56.03764211929499,15.2097361708373,9,red,1755,36,1682.1728812204
1084,-526,54.2443131526324,13.874534094747501,2,red,1755,20,1072.77682333034
1085,400,50.0722280457077,13.4965219752308,11,red,1755,40,1847.1509336108302
1086,777,53.83938505268271,14.954771640977098,32,green,1755,21,2166.8857765085
1087,-1651,52.6157133243939,13.829202032181401,44,green,1755,7,2507.33796511771
1088,-1399,47.6488275603155,12.3949012826371,27,blue,1755,35,2388.3015975966896
1089,1324,43.6440072284019,11.968123868087599,12,red,1755,26,1492.88172638699
1090,-1387,41.608222642562794,11.382513847537998,16,blue,1756,13,1510.78074374239
1091,-826,35.84498071387279,9.13367439782214,2,red,1756,20,1080.55479979438
